id,Details,NDRE,PLATFORM,Yield
185,HiRain_Hard_SP,0.411507823,WSU,110
186,HiRain_Hard_SP,0.396264115,WSU,119
187,HiRain_Hard_SP,0.389249516,WSU,117
188,HiRain_Hard_SP,0.398761122,WSU,124
189,HiRain_Hard_SP,0.441793832,WSU,123
190,HiRain_Hard_SP,0.435114461,WSU,93
191,HiRain_Hard_SP,0.441988989,WSU,96
192,HiRain_Hard_SP,0.44122071,WSU,119
193,HiRain_Hard_SP,0.437261226,WSU,118
194,HiRain_Hard_SP,0.43057949,WSU,118
195,HiRain_Hard_SP,0.448044294,WSU,103
196,HiRain_Hard_SP,0.439114216,WSU,123
197,HiRain_Hard_SP,0.373015061,WSU,103
198,HiRain_Hard_SP,0.374189905,WSU,93
199,HiRain_Hard_SP,0.363145139,WSU,107
2000,HiRain_Hard_SP,0.380759229,WSU,100
201,HiRain_Hard_SP,0.392800018,WSU,113
202,HiRain_Hard_SP,0.400645168,WSU,111
203,HiRain_Hard_SP,0.383028245,WSU,105
204,HiRain_Hard_SP,0.406403787,WSU,115
205,HiRain_Hard_SP,0.437731801,WSU,103
206,HiRain_Hard_SP,0.411579791,WSU,108
207,HiRain_Hard_SP,0.387227223,WSU,100
208,HiRain_Hard_SP,0.391006065,WSU,100
209,HiRain_Hard_SP,0.399599535,WSU,96
210,HiRain_Hard_SP,0.372007776,WSU,84
211,HiRain_Hard_SP,0.371416951,WSU,71
212,HiRain_Hard_SP,0.40188462,WSU,91
213,HiRain_Hard_SP,0.396138233,WSU,94
214,HiRain_Hard_SP,0.400720035,WSU,102
215,HiRain_Hard_SP,0.409254489,WSU,99
216,HiRain_Hard_SP,0.432733872,WSU,101
217,HiRain_Hard_SP,0.42757089,WSU,103
218,HiRain_Hard_SP,0.405272763,WSU,115
219,HiRain_Hard_SP,0.430575044,WSU,109
220,HiRain_Hard_SP,0.408034366,WSU,110
221,HiRain_Hard_SP,0.368842408,WSU,90
222,HiRain_Hard_SP,0.315816591,WSU,75
223,HiRain_Hard_SP,0.347516112,WSU,84
224,HiRain_Hard_SP,0.374884469,WSU,84
225,HiRain_Hard_SP,0.386515463,WSU,92
226,HiRain_Hard_SP,0.385514354,WSU,92
227,HiRain_Hard_SP,0.364898036,WSU,91
228,HiRain_Hard_SP,0.358204625,WSU,101
229,HiRain_Hard_SP,0.360283338,WSU,101
230,HiRain_Hard_SP,0.353677541,WSU,99
231,HiRain_Hard_SP,0.410453434,WSU,104
232,HiRain_Hard_SP,0.416138772,WSU,119
233,HiRain_Hard_SP,0.406022732,WSU,109
234,HiRain_Hard_SP,0.405948511,WSU,104
235,HiRain_Hard_SP,0.377226353,WSU,97
236,HiRain_Hard_SP,0.364660316,WSU,102
237,HiRain_Hard_SP,0.37092733,WSU,99
238,HiRain_Hard_SP,0.392855947,WSU,95
239,HiRain_Hard_SP,0.424596501,WSU,97
1,HiRain_SWW_SP,0.362261017,WSU,62
2,HiRain_SWW_SP,0.379480264,WSU,68
3,HiRain_SWW_SP,0.443767179,WSU,90
4,HiRain_SWW_SP,0.431172582,WSU,77
5,HiRain_SWW_SP,0.413519551,WSU,68
6,HiRain_SWW_SP,0.393875492,WSU,69
7,HiRain_SWW_SP,0.399111925,WSU,67
8,HiRain_SWW_SP,0.406508642,WSU,72
9,HiRain_SWW_SP,0.398797933,WSU,75
10,HiRain_SWW_SP,0.420933944,WSU,83
11,HiRain_SWW_SP,0.366921999,WSU,87
12,HiRain_SWW_SP,0.418031749,WSU,86
13,HiRain_SWW_SP,0.374807636,WSU,72
14,HiRain_SWW_SP,0.411849275,WSU,60
15,HiRain_SWW_SP,0.408912278,WSU,57
16,HiRain_SWW_SP,0.39056551,WSU,82
17,HiRain_SWW_SP,0.412844958,WSU,103
18,HiRain_SWW_SP,0.407708056,WSU,90
19,HiRain_SWW_SP,0.398685053,WSU,90
20,HiRain_SWW_SP,0.376774413,WSU,83
21,HiRain_SWW_SP,0.408724594,WSU,95
22,HiRain_SWW_SP,0.340605107,WSU,83
23,HiRain_SWW_SP,0.382595536,WSU,94
24,HiRain_SWW_SP,0.358582527,WSU,73
25,HiRain_SWW_SP,0.399953461,WSU,80
26,HiRain_SWW_SP,0.390898054,WSU,83
27,HiRain_SWW_SP,0.368133199,WSU,79
28,HiRain_SWW_SP,0.399726357,WSU,86
29,HiRain_SWW_SP,0.465673048,WSU,104
30,HiRain_SWW_SP,0.409881934,WSU,91
31,HiRain_SWW_SP,0.446610288,WSU,95
32,HiRain_SWW_SP,0.427329873,WSU,87
33,HiRain_SWW_SP,0.409610714,WSU,89
34,HiRain_SWW_SP,0.400890029,WSU,85
35,HiRain_SWW_SP,0.399464461,WSU,89
36,HiRain_SWW_SP,0.397907739,WSU,87
37,HiRain_SWW_SP,0.381872771,WSU,65
38,HiRain_SWW_SP,0.419355489,WSU,81
39,HiRain_SWW_SP,0.420536819,WSU,94
40,HiRain_SWW_SP,0.464680698,WSU,100
41,HiRain_SWW_SP,0.450333964,WSU,105
42,HiRain_SWW_SP,0.437984938,WSU,68
43,HiRain_SWW_SP,0.397318732,WSU,67
44,HiRain_SWW_SP,0.415078893,WSU,109
45,HiRain_SWW_SP,0.370558452,WSU,90
46,HiRain_SWW_SP,0.408519123,WSU,105
47,HiRain_SWW_SP,0.358479709,WSU,95
48,HiRain_SWW_SP,0.390658021,WSU,93
49,HiRain_SWW_SP,0.420228362,WSU,103
50,HiRain_SWW_SP,0.412494129,WSU,96
51,HiRain_SWW_SP,0.346527458,WSU,90
52,HiRain_SWW_SP,0.40823355,WSU,92
53,HiRain_SWW_SP,0.378208996,WSU,74
54,HiRain_SWW_SP,0.398586331,WSU,84
55,HiRain_SWW_SP,0.429890405,WSU,89
56,HiRain_SWW_SP,0.409248259,WSU,87
57,HiRain_SWW_SP,0.392535763,WSU,83
58,HiRain_SWW_SP,0.433142003,WSU,94
59,HiRain_SWW_SP,0.415039715,WSU,88
60,HiRain_SWW_SP,0.42015912,WSU,93
61,HiRain_SWW_SP,0.399686824,WSU,77
62,HiRain_SWW_SP,0.4542756,WSU,99
63,HiRain_SWW_SP,0.443226877,WSU,98
64,HiRain_SWW_SP,0.438884146,WSU,103
65,HiRain_SWW_SP,0.403674298,WSU,90
66,HiRain_SWW_SP,0.436777768,WSU,102
67,HiRain_SWW_SP,0.332490893,WSU,59
68,HiRain_SWW_SP,0.338809576,WSU,63
69,HiRain_SWW_SP,0.409308475,WSU,105
70,HiRain_SWW_SP,0.418081509,WSU,80
71,HiRain_SWW_SP,0.362973625,WSU,92
72,HiRain_SWW_SP,0.357223087,WSU,73
73,HiRain_SWW_SP,0.326235929,WSU,76
74,HiRain_SWW_SP,0.307091609,WSU,61
75,HiRain_SWW_SP,0.293024935,WSU,71
76,HiRain_SWW_SP,0.312022203,WSU,41
77,HiRain_SWW_SP,0.362090384,WSU,89
78,HiRain_SWW_SP,0.352651391,WSU,86
79,HiRain_SWW_SP,0.333481466,WSU,88
80,HiRain_SWW_SP,0.368015272,WSU,91
81,HiRain_SWW_SP,0.424049337,WSU,108
82,HiRain_SWW_SP,0.343968947,WSU,75
83,HiRain_SWW_SP,0.321824062,WSU,61
84,HiRain_SWW_SP,0.332476229,WSU,62
85,HiRain_SWW_SP,0.436671567,WSU,89
86,HiRain_SWW_SP,0.365461851,WSU,93
87,HiRain_SWW_SP,0.362141133,WSU,101
88,HiRain_SWW_SP,0.364722524,WSU,95
89,HiRain_SWW_SP,0.349126016,WSU,79
90,HiRain_SWW_SP,0.370545039,WSU,89
91,HiRain_SWW_SP,0.460987511,WSU,104
92,HiRain_SWW_SP,0.417267548,WSU,92
93,HiRain_SWW_SP,0.359180241,WSU,85
94,HiRain_SWW_SP,0.3827165,WSU,86
95,HiRain_SWW_SP,0.375685735,WSU,102
96,HiRain_SWW_SP,0.353867644,WSU,88
97,HiRain_SWW_SP,0.383799381,WSU,94
98,HiRain_SWW_SP,0.39644005,WSU,89
99,HiRain_SWW_SP,0.310795655,WSU,68
100,HiRain_SWW_SP,0.355268156,WSU,83
101,HiRain_SWW_SP,0.378494939,WSU,98
102,HiRain_SWW_SP,0.338003214,WSU,85
103,HiRain_SWW_SP,0.326011877,WSU,86
104,HiRain_SWW_SP,0.328655364,WSU,80
105,HiRain_SWW_SP,0.277558241,WSU,67
106,HiRain_SWW_SP,0.258280981,WSU,56
107,HiRain_SWW_SP,0.299949447,WSU,40
108,HiRain_SWW_SP,0.313071322,WSU,65
109,HiRain_SWW_SP,0.337447143,WSU,72
110,HiRain_SWW_SP,0.351932314,WSU,77
111,HiRain_SWW_SP,0.353821745,WSU,91
112,HiRain_SWW_SP,0.40197407,WSU,84
113,HiRain_SWW_SP,0.406107334,WSU,96
114,HiRain_SWW_SP,0.439422177,WSU,87
115,HiRain_SWW_SP,0.396007085,WSU,95
116,HiRain_SWW_SP,0.36693465,WSU,91
117,HiRain_SWW_SP,0.321021037,WSU,83
118,HiRain_SWW_SP,0.315285734,WSU,80
119,HiRain_SWW_SP,0.33487563,WSU,73
120,HiRain_SWW_SP,0.381090289,WSU,80
121,HiRain_SWW_SP,0.373363911,WSU,78
122,HiRain_SWW_SP,0.363689348,WSU,100
123,HiRain_SWW_SP,0.355032373,WSU,75
124,HiRain_SWW_SP,0.405972973,WSU,92
125,HiRain_SWW_SP,0.342763119,WSU,74
126,HiRain_SWW_SP,0.371705534,WSU,78
127,HiRain_SWW_SP,0.384650376,WSU,101
128,HiRain_SWW_SP,0.361633012,WSU,91
129,HiRain_SWW_SP,0.390257961,WSU,104
130,HiRain_SWW_SP,0.398065019,WSU,91
131,HiRain_SWW_SP,0.342949511,WSU,106
132,HiRain_SWW_SP,0.389216025,WSU,88
133,HiRain_SWW_SP,0.402322999,WSU,93
134,HiRain_SWW_SP,0.348752126,WSU,80
135,HiRain_SWW_SP,0.370594958,WSU,86
136,HiRain_SWW_SP,0.345709919,WSU,94
137,HiRain_SWW_SP,0.364969408,WSU,100
138,HiRain_SWW_SP,0.381024937,WSU,95
139,HiRain_SWW_SP,0.304327434,WSU,79
140,HiRain_SWW_SP,0.309504541,WSU,79
141,HiRain_SWW_SP,0.398514431,WSU,94
142,HiRain_SWW_SP,0.379520033,WSU,92
143,HiRain_SWW_SP,0.396879496,WSU,106
144,HiRain_SWW_SP,0.38143349,WSU,94
145,HiRain_SWW_SP,0.418447271,WSU,99
146,HiRain_SWW_SP,0.431680959,WSU,101
147,HiRain_SWW_SP,0.403541921,WSU,91
148,HiRain_SWW_SP,0.401487018,WSU,92
149,HiRain_SWW_SP,0.391603883,WSU,90
150,HiRain_SWW_SP,0.407477493,WSU,102
151,HiRain_SWW_SP,0.462517856,WSU,110
152,HiRain_SWW_SP,0.382702751,WSU,106
153,HiRain_SWW_SP,0.415477439,WSU,98
154,HiRain_SWW_SP,0.406535625,WSU,106
155,HiRain_SWW_SP,0.409302962,WSU,117
156,HiRain_SWW_SP,0.408757198,WSU,111
157,HiRain_SWW_SP,0.414851533,WSU,112
158,HiRain_SWW_SP,0.375830352,WSU,109
159,HiRain_SWW_SP,0.392052417,WSU,111
160,HiRain_SWW_SP,0.348326308,WSU,83
161,HiRain_SWW_SP,0.415077416,WSU,112
162,HiRain_SWW_SP,0.357230304,WSU,93
163,HiRain_SWW_SP,0.333325973,WSU,91
164,HiRain_SWW_SP,0.370204674,WSU,92
165,HiRain_SWW_SP,0.354621498,WSU,88
166,HiRain_SWW_SP,0.307790806,WSU,79
167,HiRain_SWW_SP,0.352076077,WSU,74
168,HiRain_SWW_SP,0.339117176,WSU,77
169,HiRain_SWW_SP,0.433335398,WSU,115
170,HiRain_SWW_SP,0.400575865,WSU,99
171,HiRain_SWW_SP,0.348400903,WSU,106
172,HiRain_SWW_SP,0.414924938,WSU,109
173,HiRain_SWW_SP,0.418442181,WSU,103
174,HiRain_SWW_SP,0.42993548,WSU,113
175,HiRain_SWW_SP,0.409298993,WSU,92
176,HiRain_SWW_SP,0.398307362,WSU,118
177,HiRain_SWW_SP,0.391035921,WSU,100
178,HiRain_SWW_SP,0.385098863,WSU,120
179,HiRain_SWW_SP,0.389116418,WSU,118
180,HiRain_SWW_SP,0.423250502,WSU,122
181,HiRain_SWW_SP,0.418364557,WSU,117
182,HiRain_SWW_SP,0.404760928,WSU,127
183,HiRain_SWW_SP,0.416050367,WSU,133
184,HiRain_SWW_SP,0.40791549,WSU,129
185,HiRain_SWW_SP,0.437573758,WSU,136
186,HiRain_SWW_SP,0.411096296,WSU,127
187,HiRain_SWW_SP,0.416960754,WSU,125
188,HiRain_SWW_SP,0.439568772,WSU,111
189,HiRain_SWW_SP,0.433910399,WSU,115
190,HiRain_SWW_SP,0.41566363,WSU,111
191,HiRain_SWW_SP,0.400089706,WSU,113
192,HiRain_SWW_SP,0.417155643,WSU,109
193,HiRain_SWW_SP,0.398515122,WSU,124
194,HiRain_SWW_SP,0.419583772,WSU,111
195,HiRain_SWW_SP,0.383251895,WSU,108
196,HiRain_SWW_SP,0.365711065,WSU,103
197,HiRain_SWW_SP,0.369032102,WSU,110
198,HiRain_SWW_SP,0.437084375,WSU,106
199,HiRain_SWW_SP,0.442893267,WSU,109
200,HiRain_SWW_SP,0.424816555,WSU,103
201,HiRain_SWW_SP,0.466294727,WSU,121
202,HiRain_SWW_SP,0.470890358,WSU,114
203,HiRain_SWW_SP,0.441127776,WSU,108
204,HiRain_SWW_SP,0.446148987,WSU,114
205,HiRain_SWW_SP,0.466908489,WSU,116
206,HiRain_SWW_SP,0.463407539,WSU,117
207,HiRain_SWW_SP,0.465438797,WSU,128
208,HiRain_SWW_SP,0.446817432,WSU,129
209,HiRain_SWW_SP,0.482673903,WSU,128
210,HiRain_SWW_SP,0.380497417,WSU,96
211,HiRain_SWW_SP,0.43204785,WSU,116
212,HiRain_SWW_SP,0.417397219,WSU,99
213,HiRain_SWW_SP,0.363263823,WSU,86
214,HiRain_SWW_SP,0.371630519,WSU,100
215,HiRain_SWW_SP,0.394179011,WSU,111
216,HiRain_SWW_SP,0.365476243,WSU,97
217,HiRain_SWW_SP,0.372737566,WSU,102
218,HiRain_SWW_SP,0.309588617,WSU,84
219,HiRain_SWW_SP,0.355119371,WSU,85
220,HiRain_SWW_SP,0.333437389,WSU,91
221,HiRain_SWW_SP,0.362860023,WSU,94
222,HiRain_SWW_SP,0.292154278,WSU,74
223,HiRain_SWW_SP,0.302149323,WSU,82
224,HiRain_SWW_SP,0.299377509,WSU,78
225,HiRain_SWW_SP,0.35337602,WSU,92
226,HiRain_SWW_SP,0.349488256,WSU,88
227,HiRain_SWW_SP,0.335229624,WSU,94
228,HiRain_SWW_SP,0.33289927,WSU,90
229,HiRain_SWW_SP,0.338728542,WSU,76
230,HiRain_SWW_SP,0.368628695,WSU,95
231,HiRain_SWW_SP,0.337461864,WSU,93
232,HiRain_SWW_SP,0.410251141,WSU,97
233,HiRain_SWW_SP,0.406149511,WSU,98
234,HiRain_SWW_SP,0.419315694,WSU,96
235,HiRain_SWW_SP,0.429024554,WSU,104
236,HiRain_SWW_SP,0.389723167,WSU,108
237,HiRain_SWW_SP,0.362517802,WSU,93
238,HiRain_SWW_SP,0.383400583,WSU,96
239,HiRain_SWW_SP,0.377706465,WSU,86
240,HiRain_SWW_SP,0.418206303,WSU,97
241,HiRain_SWW_SP,0.390908273,WSU,87
242,HiRain_SWW_SP,0.42941902,WSU,88
243,HiRain_SWW_SP,0.308914006,WSU,71
244,HiRain_SWW_SP,0.409425067,WSU,81
245,HiRain_SWW_SP,0.394782792,WSU,86
246,HiRain_SWW_SP,0.420207845,WSU,83
247,HiRain_SWW_SP,0.406832697,WSU,85
248,HiRain_SWW_SP,0.393618725,WSU,90
249,HiRain_SWW_SP,0.36077105,WSU,78
250,HiRain_SWW_SP,0.371773369,WSU,98
1,Metribuzin_Trail_NoSpray,0.421079785,WSU,119
2,Metribuzin_Trail_NoSpray,0.423354448,WSU,119
3,Metribuzin_Trail_NoSpray,0.421071064,WSU,120
4,Metribuzin_Trail_NoSpray,0.460734102,WSU,127
5,Metribuzin_Trail_NoSpray,0.389086546,WSU,115
6,Metribuzin_Trail_NoSpray,0.452342849,WSU,129
7,Metribuzin_Trail_NoSpray,0.455130596,WSU,120
8,Metribuzin_Trail_NoSpray,0.442666896,WSU,133
9,Metribuzin_Trail_NoSpray,0.439349676,WSU,119
10,Metribuzin_Trail_NoSpray,0.418843737,WSU,109
11,Metribuzin_Trail_NoSpray,0.421917378,WSU,98
12,Metribuzin_Trail_NoSpray,0.406770495,WSU,91
13,Metribuzin_Trail_NoSpray,0.446455517,WSU,100
14,Metribuzin_Trail_NoSpray,0.424134184,WSU,104
15,Metribuzin_Trail_NoSpray,0.429737509,WSU,104
16,Metribuzin_Trail_NoSpray,0.432887762,WSU,112
17,Metribuzin_Trail_NoSpray,0.385287795,WSU,80
18,Metribuzin_Trail_NoSpray,0.370447216,WSU,84
19,Metribuzin_Trail_NoSpray,0.392515811,WSU,87
20,Metribuzin_Trail_NoSpray,0.413146255,WSU,83
21,Metribuzin_Trail_NoSpray,0.446017258,WSU,105
22,Metribuzin_Trail_NoSpray,0.428782954,WSU,101
23,Metribuzin_Trail_NoSpray,0.381033016,WSU,86
24,Metribuzin_Trail_NoSpray,0.414216399,WSU,91
25,Metribuzin_Trail_NoSpray,0.373639357,WSU,86
26,Metribuzin_Trail_NoSpray,0.41671992,WSU,84
27,Metribuzin_Trail_NoSpray,0.423708202,WSU,95
28,Metribuzin_Trail_NoSpray,0.442893512,WSU,89
29,Metribuzin_Trail_NoSpray,0.378063204,WSU,91
30,Metribuzin_Trail_NoSpray,0.378263298,WSU,87
31,Metribuzin_Trail_NoSpray,0.385620841,WSU,82
32,Metribuzin_Trail_NoSpray,0.427576428,WSU,105
33,Metribuzin_Trail_NoSpray,0.404703933,WSU,101
34,Metribuzin_Trail_NoSpray,0.437787028,WSU,102
35,Metribuzin_Trail_NoSpray,0.454436124,WSU,96
36,Metribuzin_Trail_NoSpray,0.390413007,WSU,95
1,Metribuzin_Trial_Spray,0.351163526,WSU,102
2,Metribuzin_Trial_Spray,0.362610739,WSU,94
3,Metribuzin_Trial_Spray,0.389411938,WSU,110
4,Metribuzin_Trial_Spray,0.372814903,WSU,105
5,Metribuzin_Trial_Spray,0.332995326,WSU,75
6,Metribuzin_Trial_Spray,0.378899792,WSU,92
7,Metribuzin_Trial_Spray,0.380401396,WSU,91
8,Metribuzin_Trial_Spray,0.372709741,WSU,102
9,Metribuzin_Trial_Spray,0.398064813,WSU,106
10,Metribuzin_Trial_Spray,0.388577548,WSU,104
11,Metribuzin_Trial_Spray,0.421302866,WSU,104
12,Metribuzin_Trial_Spray,0.40429409,WSU,104
13,Metribuzin_Trial_Spray,0.416206722,WSU,109
14,Metribuzin_Trial_Spray,0.372762485,WSU,102
15,Metribuzin_Trial_Spray,0.398727348,WSU,111
16,Metribuzin_Trial_Spray,0.418182241,WSU,118
17,Metribuzin_Trial_Spray,0.381575629,WSU,61
18,Metribuzin_Trial_Spray,0.376660951,WSU,80
19,Metribuzin_Trial_Spray,0.391474999,WSU,86
20,Metribuzin_Trial_Spray,0.411170197,WSU,91
21,Metribuzin_Trial_Spray,0.408057879,WSU,97
22,Metribuzin_Trial_Spray,0.401946851,WSU,99
23,Metribuzin_Trial_Spray,0.362793489,WSU,90
24,Metribuzin_Trial_Spray,0.406184466,WSU,106
25,Metribuzin_Trial_Spray,0.375823763,WSU,80
26,Metribuzin_Trial_Spray,0.409705665,WSU,85
27,Metribuzin_Trial_Spray,0.403863807,WSU,85
28,Metribuzin_Trial_Spray,0.420709593,WSU,87
29,Metribuzin_Trial_Spray,0.357429471,WSU,79
30,Metribuzin_Trial_Spray,0.373240291,WSU,71
31,Metribuzin_Trial_Spray,0.389513024,WSU,79
32,Metribuzin_Trial_Spray,0.39613776,WSU,88
33,Metribuzin_Trial_Spray,0.365206343,WSU,91
34,Metribuzin_Trial_Spray,0.392940684,WSU,94
35,Metribuzin_Trial_Spray,0.426401461,WSU,97
36,Metribuzin_Trial_Spray,0.382396401,WSU,90
